take,mary take a picture when Peter smile ,0.332,
take,peter smile when Mary take a picture ,0.314,
1.000,0.814,

a picture,mary take a picture when Peter smile ,0.546,
a picture,peter smile when Mary take a picture ,0.522,
1.000,0.814,

a picture,mary take a picture when Peter smile ,0.546,
picture,peter smile when Mary take a picture ,0.516,
0.982,0.814,

a,mary take a picture when Peter smile ,0.088,
a,peter smile when Mary take a picture ,0.083,
1.000,0.814,

picture,mary take a picture when Peter smile ,0.539,
a picture,peter smile when Mary take a picture ,0.522,
0.982,0.814,

picture,mary take a picture when Peter smile ,0.539,
picture,peter smile when Mary take a picture ,0.516,
1.000,0.814,

and,even though Sandra and Tom are very different they are good friend ,0.083,
Sandra and Tom,sandra and Tom are very different but they are good friend ,0.057,
1.000,0.526,

and,even though Sandra and Tom are very different they are good friend ,0.083,
and,sandra and Tom are very different but they are good friend ,0.057,
1.000,0.526,

are very different but they are good friend,even though Sandra and Tom are very different they are good friend ,0.850,
even though Sandra and Tom are very different they are good friend,sandra and Tom are very different but they are good friend ,0.526,
0.850,0.526,

are very different but they are good friend,even though Sandra and Tom are very different they are good friend ,0.850,
Sandra and Tom are very different they are good friend,sandra and Tom are very different but they are good friend ,0.601,
0.972,0.526,

are very different but they are good friend,even though Sandra and Tom are very different they are good friend ,0.850,
are very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.976,0.526,

are very different but they are good friend,even though Sandra and Tom are very different they are good friend ,0.850,
very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.976,0.526,

are very different but they are good friend,even though Sandra and Tom are very different they are good friend ,0.850,
they are good friend,sandra and Tom are very different but they are good friend ,0.474,
0.763,0.526,

are very different but they are good friend,even though Sandra and Tom are very different they are good friend ,0.850,
are good friend,sandra and Tom are very different but they are good friend ,0.452,
0.726,0.526,

are,even though Sandra and Tom are very different they are good friend ,0.192,
are,sandra and Tom are very different but they are good friend ,0.132,
1.000,0.526,

very different,even though Sandra and Tom are very different they are good friend ,0.533,
different,sandra and Tom are very different but they are good friend ,0.288,
0.787,0.526,

very,even though Sandra and Tom are very different they are good friend ,0.329,
very,sandra and Tom are very different but they are good friend ,0.226,
1.000,0.526,

different,even though Sandra and Tom are very different they are good friend ,0.419,
different,sandra and Tom are very different but they are good friend ,0.288,
1.000,0.526,

but they are good friend,even though Sandra and Tom are very different they are good friend ,0.664,
Sandra and Tom are very different they are good friend,sandra and Tom are very different but they are good friend ,0.601,
0.759,0.526,

but they are good friend,even though Sandra and Tom are very different they are good friend ,0.664,
are very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.752,0.526,

but they are good friend,even though Sandra and Tom are very different they are good friend ,0.664,
very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.752,0.526,

but they are good friend,even though Sandra and Tom are very different they are good friend ,0.664,
they are good friend,sandra and Tom are very different but they are good friend ,0.474,
0.961,0.526,

but they are good friend,even though Sandra and Tom are very different they are good friend ,0.664,
are good friend,sandra and Tom are very different but they are good friend ,0.452,
0.915,0.526,

but they are good friend,even though Sandra and Tom are very different they are good friend ,0.664,
good friend,sandra and Tom are very different but they are good friend ,0.432,
0.872,0.526,

but they are good friend,even though Sandra and Tom are very different they are good friend ,0.664,
friend,sandra and Tom are very different but they are good friend ,0.369,
0.734,0.526,

they are good friend,even though Sandra and Tom are very different they are good friend ,0.689,
Sandra and Tom are very different they are good friend,sandra and Tom are very different but they are good friend ,0.601,
0.788,0.526,

they are good friend,even though Sandra and Tom are very different they are good friend ,0.689,
are very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.782,0.526,

they are good friend,even though Sandra and Tom are very different they are good friend ,0.689,
very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.782,0.526,

they are good friend,even though Sandra and Tom are very different they are good friend ,0.689,
they are good friend,sandra and Tom are very different but they are good friend ,0.474,
1.000,0.526,

they are good friend,even though Sandra and Tom are very different they are good friend ,0.689,
are good friend,sandra and Tom are very different but they are good friend ,0.452,
0.952,0.526,

they are good friend,even though Sandra and Tom are very different they are good friend ,0.689,
good friend,sandra and Tom are very different but they are good friend ,0.432,
0.907,0.526,

they are good friend,even though Sandra and Tom are very different they are good friend ,0.689,
friend,sandra and Tom are very different but they are good friend ,0.369,
0.764,0.526,

they,even though Sandra and Tom are very different they are good friend ,0.205,
they,sandra and Tom are very different but they are good friend ,0.141,
1.000,0.526,

are good friend,even though Sandra and Tom are very different they are good friend ,0.658,
Sandra and Tom are very different they are good friend,sandra and Tom are very different but they are good friend ,0.601,
0.752,0.526,

are good friend,even though Sandra and Tom are very different they are good friend ,0.658,
are very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.744,0.526,

are good friend,even though Sandra and Tom are very different they are good friend ,0.658,
very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.744,0.526,

are good friend,even though Sandra and Tom are very different they are good friend ,0.658,
they are good friend,sandra and Tom are very different but they are good friend ,0.474,
0.952,0.526,

are good friend,even though Sandra and Tom are very different they are good friend ,0.658,
are good friend,sandra and Tom are very different but they are good friend ,0.452,
1.000,0.526,

are good friend,even though Sandra and Tom are very different they are good friend ,0.658,
good friend,sandra and Tom are very different but they are good friend ,0.432,
0.954,0.526,

are good friend,even though Sandra and Tom are very different they are good friend ,0.658,
friend,sandra and Tom are very different but they are good friend ,0.369,
0.803,0.526,

good friend,even though Sandra and Tom are very different they are good friend ,0.629,
Sandra and Tom are very different they are good friend,sandra and Tom are very different but they are good friend ,0.601,
0.719,0.526,

good friend,even though Sandra and Tom are very different they are good friend ,0.629,
are very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.710,0.526,

good friend,even though Sandra and Tom are very different they are good friend ,0.629,
very different they are good friend,sandra and Tom are very different but they are good friend ,0.599,
0.710,0.526,

good friend,even though Sandra and Tom are very different they are good friend ,0.629,
they are good friend,sandra and Tom are very different but they are good friend ,0.474,
0.907,0.526,

good friend,even though Sandra and Tom are very different they are good friend ,0.629,
are good friend,sandra and Tom are very different but they are good friend ,0.452,
0.954,0.526,

good friend,even though Sandra and Tom are very different they are good friend ,0.629,
good friend,sandra and Tom are very different but they are good friend ,0.432,
1.000,0.526,

good friend,even though Sandra and Tom are very different they are good friend ,0.629,
friend,sandra and Tom are very different but they are good friend ,0.369,
0.842,0.526,

good,even though Sandra and Tom are very different they are good friend ,0.328,
good,sandra and Tom are very different but they are good friend ,0.225,
1.000,0.526,

friend,even though Sandra and Tom are very different they are good friend ,0.537,
they are good friend,sandra and Tom are very different but they are good friend ,0.474,
0.764,0.526,

friend,even though Sandra and Tom are very different they are good friend ,0.537,
are good friend,sandra and Tom are very different but they are good friend ,0.452,
0.803,0.526,

friend,even though Sandra and Tom are very different they are good friend ,0.537,
good friend,sandra and Tom are very different but they are good friend ,0.432,
0.842,0.526,

friend,even though Sandra and Tom are very different they are good friend ,0.537,
friend,sandra and Tom are very different but they are good friend ,0.369,
1.000,0.526,

